time,service_id,path_nodes,path_links,path_delay,path_loss,bottleneck_node,bottleneck_link
194,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,61.94638,0.006471,edge_2,access_1-edge_2
194,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,61.35072,0.010229,cloud_0,access_0-edge_4
195,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,66.75926,0.004309,cloud_0,access_0-edge_0
195,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,62.43081,0.008606,cloud_0,access_1-edge_2
195,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,66.51147,0.007663,cloud_0,access_0-edge_4
196,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,64.82428,0.00988,cloud_0,access_0-edge_0
196,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,67.79792,0.004726,cloud_0,edge_2-cloud_0
196,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,68.02876,0.016405,cloud_0,edge_4-cloud_0
197,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,65.92705,0.011201,cloud_0,edge_0-cloud_0
197,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,67.53733,0.013565,cloud_0,access_1-edge_2
197,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.56774,0.010527,cloud_0,edge_4-cloud_0
198,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,61.12601,0.006363,cloud_0,edge_0-cloud_0
198,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,67.00095,0.008988,cloud_0,edge_2-cloud_0
198,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,67.02242,0.006833,cloud_0,access_0-edge_4
199,0,access_0|edge_0|cloud_0,access_0-edge_0|edge_0-cloud_0,60.29947,0.009487,edge_0,edge_0-cloud_0
199,1,access_1|edge_2|cloud_0,access_1-edge_2|edge_2-cloud_0,68.36315,0.012335,cloud_0,access_1-edge_2
199,2,access_0|edge_4|cloud_0,access_0-edge_4|edge_4-cloud_0,64.92545,0.008451,cloud_0,access_0-edge_4
